school,type,ba_status,ba_url,ba_title,ba_note,lang_status,lang_url,lang_title,lang_note,ma_status,ma_url,ma_title,ma_note,lang_src,ma_src,ba_src
동서대학교,univ,2026_or_older,,,"국제교류센터 Admission 게시판에 2026 전기/후기 외국인전형 모집요강만 확인, 2027 미게재",2026_or_older,https://uni.dongseo.ac.kr/iec/index.php?pCode=admission&mode=fdn&idx=748&num=1,모집요강_2026학년도 가을학기_국문.pdf - 2026 가을학기 한국어연수과정 신입생 모집,Real 동서대 국제교류센터 loaded on 4th attempt (unstable domain). The provided URL IS a 2026 가을학기 한국어연수과정 admission notice with 2026 guide PDF. No 2027.,2026_or_older,https://uni.dongseo.ac.kr/graduategeneral/?pCode=MN8000062,2026학년도 후기 일반대학원 신(편)입생 모집 요강,일반대학원 모집요강 페이지에 2026학년도 후기 신편입생 모집요강이 최신. 2027학년도 대학원 외국인 모집요강 미발견.,https://uni.dongseo.ac.kr/iec/index.php?pCode=admission&mode=view&idx=748,https://drive.google.com/file/d/18FHRKbJu5LMMatrcCy8lOpidSCZ614Qt/view,https://drive.google.com/file/d/12A95LJp64ZUW342YW0MdtRBzt8-b6EiE/view
동신대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,Real 동신대 국제교육원 loaded on 2nd attempt (unstable domain). KLP program intro + Admission intro pages only; no 모집요강/guide page found. 교육원일정 calendar has a 2027 tab but it is empty; notices are 2026 general items.,2026_or_older,https://graduate.dsu.ac.kr/graduate/?pCode=notice&mode=view&idx=1655,2026학년도 전기 동신대학교 대학원 신(편)입생 모집 안내,"대학원 공지사항에 2026학년도 전기(2025.10 게시) 및 2026 후기 신편입생 모집 안내가 최신. 별도 외국인 전용 요강은 미발견, 일반 요강에 외국인 전형 포함. 2027학년도 미발견.",https://ie.dsu.ac.kr/ie/index.php?pCode=korprogram,https://drive.google.com/file/d/1BoqnGdQWwG4QFjuA0qseYMuQpjrwtQvM/view,https://drive.google.com/file/d/18dfnXEBEEmjuGV8DtVHsbIFbJLDmeXqF/view
동아대학교,univ,unknown_year,http://ent.donga.ac.kr/admission/html/abroad/noticeView.asp?BOARD_IDX=30586,2028학년도 외국인 신입학 특별전형 시행계획,Dong-A admission site (ent.donga.ac.kr). Foreign admission notice board lists only 2028학년도 외국인 신입학 특별전형 시행계획 (2026.04.30). No 2027 foreign guide found; 2024~2026 foreign special admission was 미시행 (not implemented). Main page 2027 guide is only for 수시모집 (domestic).,2026_or_older,https://www.donga.ac.kr/global/CMS/Contents/Contents.do?mCode=MN029,한국어학당 개요 및 수업일정 (2026 학사일정),"Real 동아대 한국어학당 loaded on 3rd attempt (unstable domain). 수업일정 shows 2026 학사일정 (winter ends 2027.02). 모집요강 boards MN038/041/044 are for 학부/대학원, not the language school. No 2027 guide.",2026_or_older,http://treedoc.donga.ac.kr/global/CMS/Board/Board.do?mCode=MN044&mode=view&mgr_seq=733&board_seq=8411327,2026학년도 전기 대학원 외국인전형 모집요강 공고(한국어/영어/중국어트랙),국제교류과 외국인 입학 > 대학원 모집요강 게시판에 2026학년도 전기(2025.11 게시) 및 2026학년도 후기(2026.04 게시) 외국인전형 모집요강이 최신. 2027학년도 미발견 (2027 전기는 2026.11경 게시 예상). 참고: 2027학년도 법학전문대학원 모집요강(로스쿨)은 별도 게재.,http://www.donga.ac.kr/global/CMS/Contents/Contents.do?mCode=MN032,https://drive.google.com/file/d/1KeCup3_H0C8dmkWiCSWXC2XopJcSOqix/view,https://drive.google.com/file/d/1jHpszZpI15-XqdOwbfYUFTHiQ3ZHCtVE/view
동양대학교,univ,2026_or_older,https://ipsi.dyu.ac.kr/wp-content/uploads/2026/05/2026학년도-후기-신입학-외국인-특별전형-모집요강.pdf,2026학년도 후기 신입학 외국인 특별전형 모집요강,Dongyang admission site (ipsi.dyu.ac.kr) foreigner section (foreigner_01) shows only 2026 후기 (second-semester) foreign admission guide (2026.05). Main page lists 2027 수시모집 (domestic) but no 2027 foreign guide. No 2027 foreign guide found.,unknown_year,,,"Real 동양대 한국학센터 loaded on 1st attempt (unstable domain). Site appears outdated: 정규과정/등록안내 pages carry no year, copyright 2015, notice board last posts 2024. No 2027 guide.",2026_or_older,https://grad.dyu.ac.kr/2719/2753-2/,정원외 입학(외국인) 안내 — 대학원 입학정보,대학원 홈페이지 입학정보 > 정원외 입학 페이지에 외국인(정원외) 지원자격/학과 안내(연도 미표기 일반 안내). 대학원 공지사항 최신은 2026학년도 후기 신입생 모집 안내(2026.08.18). 2027학년도 대학원 외국인 모집요강 미발견.,https://korean.dyu.ac.kr/,https://drive.google.com/file/d/1WQsXfhetRNP9HreVT2pdiA0r26tFGE2N/view,https://drive.google.com/file/d/1dUftDuy2HAQuMF-fEOVYOZUegT-Gyhr3/view
동의대학교,univ,none,,,,2026_or_older,https://deuhome.deu.ac.kr/language/sub08_01.do,한국어연수과정 안내 - 2026학년도 학사일정,Stable real 동의대 국제언어교육원. 한국어연수과정 page shows 2026학년도 학사일정 (winter ends 2027.01); 공지사항 all 2026. No 2027 guide.,?,,,,https://deuhome.deu.ac.kr/language/sub08_01.do,,
루터대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1_UsSB2vzrMHljK4bHPNUcg1VYWXlWUDs/view
명지대학교,univ,2027_own,http://iphak.mju.ac.kr/pages/?p=20&b=B_1_1&cate=재외국민,2027학년도 신입학 재외국민 특별전형 모집요강,"Myongji Univ official admission site (iphak.mju.ac.kr) notice board lists 2027학년도 신입학 재외국민 특별전형 모집요강 (2026.05.30, file attached). 2027 재외국민 special admission guide confirmed. Also 2027 수시 모집요강 listed. Note: guide is for 재외국민 (overseas Korean) rather than pure 외국인 foreign nationals.",2027_guide,https://klec.mju.ac.kr/application/application_01.php,신입학 안내 - 접수일정 (2027학년도 봄/여름/가을/겨울학기 일정 포함),"Real 명지대 한국어교육센터 (loaded consistently; only this URL worked, others redirected). The application/schedule page lists the full 2027 schedule: 2027 봄(03.10~05.21), 여름(06.08~08.18), 가을(09.03~11.23), 겨울(12.06~2028.02.22) with 2027 admission deadlines.",2026_or_older,https://www.mju.ac.kr/mjukr/244/subview.do,2026학년도 후기 정시/수시1차 신(편)입학 모집 안내,"대학원 입학 공지사항 게시판(mjukr/244)에 2026학년도 전기 정시(2025.10), 2026 후기 정시(2026.04), 후기 수시1차(2026.06) 모집 안내가 최신. 2027학년도 대학원 외국인 모집요강 미발견. (일반대학원 외국인전형 별도 요강 페이지 미확인, grad.mju.ac.kr 접근 차단됨.)",https://klec.mju.ac.kr/application/application_01.php,https://drive.google.com/file/d/16JCsJqmVqY-sFEdt2Qglt__kdr1-Jj4P/view,https://drive.google.com/file/d/1vPEymxjQWZWWyMzO3-sqo5mSDdmx7yLz/view
목원대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,Real 목원대 한국어교육원 loaded on 3rd attempt (unstable domain). 학사일정 page is undated (generic spring/summer/fall/winter deadlines); 공지사항 2024-2026 with no 모집요강. No 2027 guide.,?,,,,https://www.mokwon.ac.kr/klec/,,https://drive.google.com/file/d/1STdlgPPwP5dyIBFKgAJz6iiBof1PM_nS/view
목포가톨릭대학교,univ,unknown_year,https://www.mcu.ac.kr/ipsi/,,"Mokpo Catholic Univ official admission site (mcu.ac.kr/ipsi). Notice board (24 pages, 237 posts) shows only domestic admission notices (2027 신입생 모집요강, 2028 대입전형 기본계획, 수시/정시/편입). No 2027 foreign student guide found. A Naver blog mentions 외국인특별전형 exists but no official 2027 guide published on admission site.",?,,,,?,,,,,,https://drive.google.com/file/d/1qhSPILM_P-7eOzqEjuBXaXbue9jPiOWZ/view
배재대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,Real 배재대 한국어학당 reached (main page is an iframe to dept.pcu.ac.kr; domain also unstable). 입학안내 and 정규과정 pages carry no year/date. No 2027 guide.,?,,,,https://www.pcu.ac.kr/eckfl,,https://drive.google.com/file/d/1j38jgJXe4whUYIoAGj9SwaecsaMjrd2W/view
백석대학교,univ,none,,,,2026_or_older,https://www.bu.ac.kr/bulanguage/9436/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGYnVsYW5ndWFnZSUyRjIzMDYlMkY1Nzg3OCUyRmFydGNsVmlldy5kbyUzRg%3D%3D,"2026학년도 백석어학원 모집요강 (공지 2026.06.25, 첨부 PDF)",Real 백석어학원 (stable). Latest guide notice is '2026학년도 백석어학원 모집요강' posted 2026-06-25 with attached PDF. 입학안내 page says '컨텐츠 준비중'. No 2027.,?,,,,https://www.bu.ac.kr/bulanguage/index.do,,
부산가톨릭대학교,univ,2026_or_older,https://ipsi.cup.ac.kr/cup/ipsi/front/pdfView075000000000000.do,2026학년도 전기학부 신입학 외국인 특별전형 모집요강,Catholic Univ of Pusan official admission site (ipsi.cup.ac.kr) has 외국인 (foreigner) section; its 모집요강 page shows 2026학년도 전기학부 신입학 외국인 특별전형 모집요강. No 2027 foreign guide found yet.,unknown_year,,,"Real 부산가톨릭대 국제교류처 한국어교육과정 정규과정 page (loaded on 2nd attempt; unstable domain). 정규과정/어학연수과정 pages carry no year; 공지사항 2026 general notices, no KSL 모집요강. No 2027.",2026_or_older,https://graduate.cup.ac.kr/organ/graduate/front/conts/103002000000000.do,대학원 외국인전형 2026학년도 후기/후기 추가 입시일정,대학원 홈페이지 외국인전형 페이지에 2026학년도 후기 일정만 확인. 2027학년도 가이드는 아직 미게재(발표 시기 이르므로 재확인 필요).,https://text.cup.ac.kr/organ/ext/front/conts/106003001000000.do,https://drive.google.com/file/d/1qY68dXaztPG4GWW1uLlf7-FT_wmwHeEz/view,https://drive.google.com/file/d/1dfHFbDa_P-HUWefQXBe1Dx03f7GpdG1T/view
부산대학교,univ,2026_or_older,https://international.pusan.ac.kr/international/15210/subview.do,2026학년도 외국인 학부 모집요강 안내 (Admission Notice board),"PNU international office admission notice board (international.pusan.ac.kr) latest foreign undergraduate guides are 2026 Spring/Fall (e.g. [2026 Fall Semester] Undergraduate Program Admissions Guide, 2026.03.04). No 2027 foreign guide published yet (as of 2026.08). As of now only 2026 guides available.",2026_or_older,https://lei.pusan.ac.kr/page?menuCD=000000000000226&mode=DETAIL&seq=1213&mainbbsTabIndex=1&cateSeq=9,"한국어강좌 정규과정 안내 브로슈어 (2026, 게시 2026-01-19, PDF 260210)",Real 부산대 언어교육원 (stable). Latest 한국어강좌 정규과정 guide is the 2026 brochure notice (2026-01-19) with 260210_언어교육원_*.pdf downloads. No 2027 guide.,2027_guide,https://cdfs.pusan.ac.kr/bbs/cdfs/84/1453755/artclView.do,[대학원] 2027학년도 특차 일반대학원 신입생 모집요강,2026.08.05 게시된 2027학년도 특차(특별전형) 일반대학원 신입생 모집요강(공식 pusan.ac.kr 도메인). 외국인 특별전형은 international.pusan.ac.kr 'Admissions for Graduate'(15257) 페이지에서 별도 안내. 2027학년도 전기(봄) 대학원 모집 안내 확인됨.,https://lei.pusan.ac.kr/,https://drive.google.com/file/d/1lb1Ux0UX2Ls6moIeo2ecVIQ_4w5GglCa/view,https://drive.google.com/file/d/14b9ExOK7_NUiOwwCAFa88UQ_Pwebl4vy/view
부산외국어대학교,univ,2027_own,https://enter.bufs.ac.kr/bbs/board.php?bo_table=download&wr_id=196&device=pc,2027학년도 수시 재외국민전형 모집요강,"BUFS official admission site (enter.bufs.ac.kr) publishes 2027학년도 수시 재외국민 신입생 모집요강 (2026.05.29, PDF/HWP attached). 2027 foreign/재외국민 guide confirmed on official site. Main university site (bufs.ac.kr) also has 외국인 유학생 입학 International Students Admissions page. Note: found guide is for 재외국민 전형.",2026_or_older,,,KLCE site shows 2026학년도 연수일정 and 2026 winter admission notice; no 2027 guide (winter semester runs into Jan 2027 only).,2026_or_older,https://oiaglobal.bufs.ac.kr/graduate,대학원 입학 / Graduate School Admission (국제교류처),국제교류처 공지에 2026학년도 후기 대학원 외국인 모집요강 확인. 2027학년도(전기) 가이드는 10~12월 경 발표 예정이라 아직 미게재.,https://klce.bufs.ac.kr/,https://drive.google.com/file/d/1pZ873rHLgWfiaAZvmYMha8IA31rkwU5r/view,https://drive.google.com/file/d/1DpjPihQrW2LdYsekPnbdT6WEH7_aR9sL/view
부산장신대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1tQHpBzeT8D2GH1KnONbKGucVXH1HuT07/view
삼육대학교,univ,2027_own,https://ipsi.syu.ac.kr/2016_syu/pages/index.asp?p=29&b=B_1_1&bn=66691&m=read&cate=재외국민,2027학년도 재외국민모집 (합격자 발표/특별전형),Sahmyook Univ official admission site (ipsi.syu.ac.kr) has 2027학년도 재외국민 admission in progress: 원서접수 notice (2026.07) and [재외국민] 2027학년도 재외국민모집 합격자 발표 (2026.08.12). 2027 재외국민 특별전형 모집요강 referenced (also mirrored on samsungedu.kr). Note: 2027 재외국민 guide; check whether pure 외국인 (foreign national) 2027 guide exists separately.,2026_or_older,,,Language course page still shows '2025년도 학기 안내' (2025 schedule); no 2026 or 2027 guide found.,2026_or_older,https://www.syu.ac.kr/grad/,대학원 신·편입생 모집 요강 (2026학년도 후기/전기),대학원 홈페이지에 2026학년도 후기/전기 정원외 외국인 신(편)입생 모집요강 확인. 2027학년도 가이드는 아직 미게재.,https://www.syu.ac.kr/iie/korean-course/course-introduction/,https://drive.google.com/file/d/1CTlOKpeUH3UoKCSrHn9SEOtzm83nZKjq/view,https://drive.google.com/file/d/1CnxAks6KeIXZQDg7kv3qRDpa4b_Pvv0e/view
상명대학교,univ,2026_or_older,https://admission.smu.ac.kr/_seoul/board/bbs.html?bbsid=seoul_notice&ctg_cd=kumin,2026학년도 수시모집 재외국민 특별전형 모집요강,Sangmyung Univ admission site (admission.smu.ac.kr) 재외국민 notice board: latest guide is 2026학년도 수시모집 재외국민 특별전형 모집요강 (2025.05.30). Separate 외국인 입학 page (oia.smu.ac.kr/모집요강) exists but no 2027 guide published yet (as of 2026.08). No 2027 foreign/재외국민 guide confirmed.,2027_guide,https://cklc.smu.ac.kr/international/curriculum/regular.do,한국어정규과정 학기일정(2026-2027),Regular course page lists explicit 2027 semesters (봄/여름/가을/겨울) with dates & application periods through 2027 winter.,2026_or_older,https://www.smu.ac.kr/grad/admission/guideline01.do,일반대학원 모집요강(Foreigner) - 2026학년도 후기,일반대학원에 모집요강(Foreigner) 전용 페이지 존재하나 현재 2026학년도 후기 추가모집 일정만 확인. 2027학년도 가이드는 미게재.,https://cklc.smu.ac.kr/,https://drive.google.com/file/d/10nrzNIJhPxHdEJBOLNTYZO0aF8Wf5B8l/view,https://drive.google.com/file/d/1cfeMR1pL_eSKiLA9Wj1wSOdnOuZ9n1OP/view
상지대학교,univ,2026_or_older,https://www.sangji.ac.kr/prog/bbsArticle/BBSMSTR_000000007144/view.do?nttId=B000000299484Ub0hC7v,2026학년도 외국인 신(편)입학 모집요강 안내,"Sangji Univ official admission site (sangji.ac.kr) has 외국인 (foreign) 모집요강 section. Latest foreign guide published: 2026학년도 외국인 신(편)입학 모집요강 안내 (2025.07.30, trilingual KR/EN/CN). No 2027 foreign guide found yet (as of 2026.08). 2027 수시모집 요강 exists but is domestic.",unknown_year,,,Korean language program pages (교육과정 안내 / 모집 안내) show no year markers; general intl notice board only shows 2026 items. No 2027 guide.,2026_or_older,https://www.sangji.ac.kr/gradgo/sub01_02.do,대학원 외국인 모집요강,국제교류처 Application Notice에 2026학년도 전기 1차 일반대학원 외국인 신(편)입학 모집 안내(2025-12-16) 확인. 2027학년도 가이드는 아직 미게재.,https://www.sangji.ac.kr/global/sub03_01.do,https://drive.google.com/file/d/1oeiBXGeE0r92_HrfqghAWUC7cphb2BJH/view,https://drive.google.com/file/d/10YZGbnfglDddk2KgNZcNKRo3kSTUJzIq/view
서강대학교,univ,2027_own,https://admission.sogang.ac.kr/upload/BBS0014/20260709133954H8KFV4.PDF,2027 3월 입학 재외국민 모집요강,Sogang Univ official admission site (admission.sogang.ac.kr) Admission Guide Book section lists '2027 3월 입학 재외국민 모집요강' PDF (2026.07.09). 2027 재외국민 special admission guide confirmed on official site. Note: guide is for 재외국민 (overseas Korean) 3월 입학; also 2027 수시/논술 guides listed.,2026_or_older,,,"Homepage, academic calendar, and notice board all show 2026 (fall 2026 open); no 2027 guide published.",2026_or_older,https://gradsch.sogang.ac.kr/gradsch/gradsch03_3_1.html,일반대학원 국제학생(International Students) 입학안내,일반대학원 국제학생 입학 가이드 페이지에 2026학년도(후기) 일정 확인. 2027학년도 가이드는 아직 미게재(전기 모집은 10월경 발표 예정).,https://klec.sogang.ac.kr/,https://drive.google.com/file/d/1kvgXV-2Tu-_58vD26PLXaaK1fpbISFEu/view,https://drive.google.com/file/d/15_FmRn_qL2xo0QlcZZglTYWL6ktpR2nW/view
서경대학교,univ,2027_own,https://go.skuniv.ac.kr/index.php?mid=notice&parent_srl=198&category=168497&document_srl=226872,2027학년도 재외국민과 외국인 모집요강,"Seokyeong Univ official admission site (go.skuniv.ac.kr) 재외국민 notice board: '2027학년도 재외국민과 외국인 모집요강' posted 2026.05.29 (document_srl=226872), followed by 원서접수 안내 (2026.07.06) and 면접/실기 고사장 발표 (2026.07.22). 2027 재외국민과 외국인 (foreign + overseas Korean) guide confirmed on official site.",2026_or_older,,,Course pages show no semester-year table; notice board shows 2026 (teacher recruitment through fall 2026). No 2027 guide.,2026_or_older,https://grad.skuniv.ac.kr/index.php?mid=admission_archives&document_srl=25789,2026학년도 후기 대학원생 모집 일정 및 모집요강,대학원 입시자료실에 2026학년도 후기 모집요강(외국인 정원외 모집 포함) 확인. 2027학년도 가이드는 아직 미게재.,https://lcec.skuniv.ac.kr/korean-course,https://drive.google.com/file/d/1dATIWdkZ983Our5vnrOd6vK3c3ERFX8A/view,https://drive.google.com/file/d/1IaJerr1iYMDQ6fTscu6ZudDXiOAdu45Z/view
서울과학기술대학교,univ,none,,,,2026_or_older,,,Course guide shows '2026학년도 연간운영계획' (2026 plan); winter semester ends Feb 2027 but no 2027 guide yet.,?,,,,https://klc.seoultech.ac.kr/,,
서울교육대학교,univ,none,,,,2026_or_older,,,Notice board shows Fall 2026 Korean Language Course and 2026 semester classes; no 2027 guide. Browser timed out; checked via curl.,?,,,,https://language.snue.ac.kr/,,
서울기독대학교,univ,unknown_year,,,"4 searches; no official 2027 (or any) foreign admission guide found on official site (scu.ac.kr JS-heavy, not extractable). School actively recruiting intl. students per news (MOU), but no published foreign guide located.",?,,,,?,,,,,,https://drive.google.com/file/d/1KPviFRoDAEwyNu2nw95QD665apopG84v/view
서울대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,Regular course page lists 2026 여름/가을/겨울 semesters; no 2027 semesters shown. Site redirects to mobile version (desktop renders empty).,2027_guide,https://admission.snu.ac.kr/international/notice?md=v&bbsidx=170609,2027학년도 전기 글로벌인재특별전형 대학원 모집안내,2027학년도 전기(2027년 3월 입학) 글로벌인재특별전형 대학원 모집안내 확정. 온라인 원서접수 2026.7.6~7.9. 가이드 PDF: /webdata/admission/files/ (2027 spring graduate).,https://lei.snu.ac.kr/klec/,https://drive.google.com/file/d/1Y2BqVOm15FrHKZks4Ebi0HRTaAB9WsKi/view,https://drive.google.com/file/d/14TgSLvjf-Flv5gHwuIBTOzIrTEAlFGEX/view
서울시립대학교,univ,2027_own,https://file.uos.ac.kr/upload/admission/2027%ED%95%99%EB%85%84%EB%8F%84%20%EC%88%98%EC%8B%9C%EB%AA%A8%EC%A7%91%20%EC%8B%A0%EC%9E%85%EC%83%9D%20%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95%20.pdf,2027학년도 수시모집 신입생 모집요강 (서울시립대학교),2027 외국인전형 모집요강 confirmed to exist: official 2027 수시모집 신입생 모집요강 published on uos.ac.kr domain (file.uos.ac.kr); '[서울시립대][국문 최종] 2027 외국인전형 모집요강' mirrored on scribd; listed in 2027 재외국민 특별전형 roundups. Foreign admissions handled via 국제처.,2027_guide,https://klcp.uos.ac.kr/klcp/korNotice/view.do?list_id=KK01&seq=34&sort=4&menuid=2200005001000000000,[UOS KLCP] 2026–2027학년도 정규과정 학사일정 및 모집기간 안내,Official notice announces both 2026 and 2027 regular-course academic schedules & recruitment periods.,2027_guide,https://oia.uos.ac.kr/oia/web/contents/OIA_Admission_01,2027 Academic Year UOS Graduate School International Student Admission Guide,국제처(Office of International Affairs) 페이지에 2027학년도 일반대학원 국제학생 입학가이드(한/영/중/일 PDF) 명시. 공식 2027 가이드 확인.,https://klcp.uos.ac.kr/klcp/main.do,https://drive.google.com/file/d/1UrHFeeEWJet7DYq-K80evvKb4wKTGgoe/view,https://drive.google.com/file/d/17BUB1GcMuZEv9ruPhvYhqPYuslkzXz47/view
서울신학대학교,univ,unknown_year,,,3 searches; intl.stu.ac.kr (국제교류처) page exists but no published foreign admission guide content found. Not listed in MOE okep 2027 재외국민 특별전형 list.,2026_or_older,,,klei.stu.ac.kr is login-gated; via intl.stu.ac.kr 한국어교육원 학사일정 shows 2025 schedule only. No 2027 guide.,2026_or_older,https://www.stu.ac.kr/,대학원 모집요강 (대학원 입학 안내 - 2026학년도 전기 확인),"공식 홈페이지(www.stu.ac.kr) 경유, 2026학년도 전기 대학원 신입생 모집 확인(뉴스/안내). 2027학년도 외국인 대학원 전용 모집요강 페이지는 공식 검색에서 확인되지 않음. 2027 가이드 미게재.",https://klei.stu.ac.kr/,https://drive.google.com/file/d/1QO-hqJkuVzEGp2aWe8q4R4yRBPlIubSr/view,https://drive.google.com/file/d/1W5P0uTJyexOYvSa8tFN3YMK1jaL9GNOD/view
서울여자대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2027_guide,https://klc.swu.ac.kr/skin/page/info01.html,정규과정 학기 일정 (2026–2027),Regular course page lists explicit 2026 and 2027 semester dates (봄/여름/가을/겨울) with application deadlines & level tests.,2026_or_older,https://www.swu.ac.kr/grd/1116/subview.do,대학원 외국인 모집요강 (2026학년도 후기 추가모집 확인),대학원 홈페이지 '외국인 모집요강' 페이지에 2026학년도 후기 추가모집 일반대학원 외국인전형 모집요강 확인. 2027학년도 가이드는 아직 미게재.,https://klc.swu.ac.kr/,https://drive.google.com/file/d/1RWQkBIeHM3PICa6HXx_aWKdPVjDqaEpf/view,https://drive.google.com/file/d/1J7Uk07WWaE5M-QfQxnji2Hk3hLG3mR2_/view
서울장신대학교,univ,unknown_year,,,"Official admission site (sjs.ac.kr/admission) has only 수시/정시/추가/편입 sections, no 외국인/재외국민 dedicated section. No 2027 foreign guide found. Small seminary school.",2026_or_older,,,Notice board latest Korean language guide is '2026 봄학기 한국어학당 모집요강'; also 2026 fall foreign-student guide. No 2027.,?,,,,https://www.sjs.ac.kr/ht_ml/w_01ed/1321_i1.php,,https://drive.google.com/file/d/1-Z-JjhY_lSkRlzPt4JiKsy42M8OVAqyt/view
서울한영대학교,univ,2026_or_older,https://ipsi.shyu.ac.kr/fro_end/html/dep_04/4000.php,서울한영대학교 외국인 모집요강 (현재: 2026학년도 2학기 외국인전형 입학안내),"Official 입학처 has dedicated 외국인 모집요강 section but currently hosts '서울한영대학교_2026학년도_2학기_외국인전형_입학안내.pdf' (2026 2학기 = NOT 2027). 2027 general 수시모집요강 exists, but no 2027 foreign guide.",2026_or_older,,,어학원전형 입학안내 PDF (IAdmission.pdf) titled '2026'; notices from Aug 2026. No 2027 guide.,2026_or_older,https://grad.shyu.ac.kr/fro_end/html/dep_03/3300.php,서울한영대학교 대학원 입시자료실 (최신: 2025학년도 전기 모집요강 PDF; 2026학년도 후기 모집안내),대학원 입시자료실에 2027 모집요강 없음. 최신 2025학년도 전기 모집요강(2024.12) 및 2026학년도 후기 모집안내(2026.05).,https://ili.shyu.ac.kr/fro_end/html/dep_03/3200.php,https://drive.google.com/file/d/1rru-4fGsDXlRzzcy_sjUAfT2E7JZzWRZ/view,https://drive.google.com/file/d/1RPdIymM1y2r4H8qTNM9-qfpyCYnZKAaw/view
서원대학교,univ,unknown_year,,,"Official 입학 site has 2027학년도 수시모집 신입생 모집요강 (general, 2026-05-29) but no foreign/국제학생 specific 2027 guide found. Not in MOE okep 2027 재외국민 list.",2027_guide,https://www.seowon.ac.kr/kli/4092/subview.do,2027학년도 학사일정,"학사일정 page lists full 2027학년도 (봄/여름/가을/겨울) with application, acceptance, registration, and class dates.",?,,,,https://www.seowon.ac.kr/kli/index.do,,https://drive.google.com/file/d/1FcJ5WoVJzygck1egqXiAfK10goAa9Cgc/view
선문대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,Admissions PDF is still 2026년 (모집요강 26년); course schedule page still shows 2025 dates; no 2027 guide anywhere,2026_or_older,https://global.sunmoon.ac.kr/bbs/content.php?co_id=student_01_03,선문대학교 국제교류처 Graduate School (2026 Admission Guide),국제교류처 대학원 입학안내가 2026 Admission으로 표기. 대학원 공지 최신은 2026학년도 후기 신·편입생 모집. 2027 모집요강 미게시.,https://kli.sunmoon.ac.kr/file/%EC%84%A0%EB%AC%B8%EB%8C%80%ED%95%99%EA%B5%90%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95%2026%EB%85%84_%EC%96%B4%ED%95%99%EC%9B%90_%ED%95%9C%EA%B5%AD%EC%96%B4.pdf,https://drive.google.com/file/d/1YmagHibOtjny22SQl4-1zMaaqBoL3m0e/view,https://drive.google.com/file/d/1zGcxG8dEmv2oEeMcyowh5VcGahcE-goY/view
성결대학교,univ,unknown_year,,,Official 입학처 (ipsi.sungkyul.ac.kr) has 2027학년도 시행계획/수시모집요강 (general) but no separate 2027 foreign/재외국민 guide found. Not in MOE okep 2027 재외국민 list.,2026_or_older,,,Online application portal shows only 2026학년도 가을학기 student recruitment; no 2027,?,,,,https://fims.sungkyul.ac.kr/application/,,https://drive.google.com/file/d/1k2bozu_7AapD8Txyec1Q2-3SPnDl_5kG/view
성공회대학교,univ,2027_own,https://okep.moe.go.kr/board/view.do?board_manager_seq=16&menu_seq=22&board_seq=27029,성공회대학교 2027학년도 신입학 재외국민과 외국인 특별전형 모집요강 (국외파견근무자자녀·북한이탈주민),"2027 재외국민과 외국인 특별전형 모집요강 hosted on MOE 재외교육기관포털 (okep.moe.go.kr, official gov portal, posted 2026-06-12); also listed in okep 2027 재외국민 특별전형 대학 list. School admission page: skhu.ac.kr/skhu/5662 (모집요강 국문).",unknown_year,,,"국제교육원 CMS misconfigured: 모집요강 page renders another university's content (Kangwon/Catholic), notice board empty; could not determine any guide year",2027_guide,https://www.skhu.ac.kr/bbs/skhu/109/60019/artclView.do,Admission Guide for 2027 MAINS Program (For Foreign Students),"일반대학원 MAINS 프로그램(국제지역연구, 영어과정) 외국인 2027 입학 가이드 게시(2026.06.16). 2027년 3월 2일 개강. 입학-대학원 공지사항 게시판.",https://www.skhu.ac.kr/studykorean/5671/subview.do,https://drive.google.com/file/d/1J59N42-2qEGcLeBY3VFQ31oXOS55fyIZ/view,https://drive.google.com/file/d/1B6coIS6dW9KIsLmZ8l1u2C_qtvC00nlh/view
